,black,boy,read,math,star,freelun,teacher_experience,test_score,sc_freelun,sc_black
847,0,1,596.0,603.0,1,0,14.0,1199.0,0,0
848,1,1,492.0,568.0,1,1,2.0,1060.0,1,1
850,0,0,627.0,626.0,1,0,10.0,1253.0,0,0
854,0,0,496.0,545.0,1,0,15.0,1041.0,0,0
859,0,0,604.0,582.0,0,1,10.0,1186.0,0,0
862,0,1,622.0,648.0,0,0,15.0,1270.0,0,0
864,0,1,481.0,525.0,0,1,18.0,1006.0,0,0
865,1,0,564.0,545.0,0,1,7.0,1109.0,0,0
868,1,1,542.0,579.0,0,1,2.0,1121.0,0,0
869,0,1,593.0,626.0,0,0,13.0,1219.0,0,0
870,0,0,526.0,541.0,0,1,26.0,1067.0,0,0
875,1,1,542.0,546.0,0,0,5.0,1088.0,0,0
877,1,0,562.0,522.0,0,1,25.0,1084.0,0,0
878,0,1,611.0,639.0,1,0,16.0,1250.0,0,0
883,0,1,637.0,615.0,0,0,13.0,1252.0,0,0
885,0,1,614.0,577.0,0,1,9.0,1191.0,0,0
888,1,1,557.0,525.0,0,0,4.0,1082.0,0,0
889,0,1,577.0,632.0,0,0,19.0,1209.0,0,0
892,0,1,591.0,607.0,1,0,29.0,1198.0,0,0
893,0,1,650.0,659.0,0,0,25.0,1309.0,0,0
895,0,1,596.0,593.0,0,0,12.0,1189.0,0,0
897,1,0,586.0,603.0,0,0,10.0,1189.0,0,0
899,0,1,582.0,587.0,1,0,35.0,1169.0,0,0
900,0,1,588.0,620.0,0,0,17.0,1208.0,0,0
902,1,0,536.0,568.0,0,0,12.0,1104.0,0,0
903,0,1,588.0,639.0,0,0,19.0,1227.0,0,0
904,0,1,524.0,550.0,0,0,19.0,1074.0,0,0
910,0,1,593.0,596.0,0,1,9.0,1189.0,0,0
912,0,1,560.0,593.0,0,0,19.0,1153.0,0,0
914,0,1,604.0,603.0,0,0,18.0,1207.0,0,0
915,0,1,579.0,611.0,1,1,11.0,1190.0,1,0
916,0,0,650.0,639.0,0,0,9.0,1289.0,0,0
917,0,0,573.0,568.0,0,1,19.0,1141.0,0,0
921,1,0,549.0,550.0,0,1,10.0,1099.0,0,0
922,1,0,521.0,556.0,0,1,0.0,1077.0,0,0
925,0,1,637.0,611.0,0,0,13.0,1248.0,0,0
927,0,0,559.0,510.0,0,0,11.0,1069.0,0,0
928,1,0,550.0,536.0,1,1,4.0,1086.0,1,1
930,1,0,530.0,540.0,1,1,39.0,1070.0,1,1
933,0,1,684.0,648.0,1,0,22.0,1332.0,0,0
935,0,0,669.0,639.0,0,0,8.0,1308.0,0,0
936,0,1,549.0,509.0,0,1,2.0,1058.0,0,0
938,1,0,622.0,615.0,1,0,33.0,1237.0,0,1
940,0,1,532.0,572.0,0,0,31.0,1104.0,0,0
941,0,0,637.0,648.0,1,0,8.0,1285.0,0,0
942,0,0,604.0,587.0,1,0,9.0,1191.0,0,0
943,0,0,586.0,570.0,0,0,6.0,1156.0,0,0
946,1,1,530.0,522.0,0,1,7.0,1052.0,0,0
948,0,1,604.0,561.0,1,1,15.0,1165.0,1,0
957,0,1,618.0,632.0,0,0,20.0,1250.0,0,0
959,0,0,573.0,568.0,0,0,1.0,1141.0,0,0
960,0,1,622.0,659.0,1,0,15.0,1281.0,0,0
961,0,1,566.0,557.0,0,1,13.0,1123.0,0,0
962,0,0,512.0,531.0,1,1,10.0,1043.0,1,0
964,1,1,532.0,584.0,0,1,4.0,1116.0,0,0
965,0,1,659.0,599.0,1,1,4.0,1258.0,1,0
966,1,1,530.0,515.0,0,1,10.0,1045.0,0,0
967,0,0,575.0,584.0,0,1,9.0,1159.0,0,0
968,0,0,637.0,568.0,1,1,28.0,1205.0,1,0
969,0,1,659.0,648.0,1,0,10.0,1307.0,0,0
970,0,0,596.0,615.0,0,0,9.0,1211.0,0,0
973,1,1,529.0,518.0,1,1,4.0,1047.0,1,1
975,0,0,555.0,523.0,0,0,12.0,1078.0,0,0
976,1,1,669.0,659.0,0,1,1.0,1328.0,0,0
977,0,1,575.0,639.0,0,0,15.0,1214.0,0,0
978,1,0,486.0,500.0,0,1,7.0,986.0,0,0
979,0,0,650.0,599.0,1,1,14.0,1249.0,1,0
982,0,0,552.0,563.0,0,0,11.0,1115.0,0,0
983,0,1,571.0,599.0,0,0,23.0,1170.0,0,0
985,1,0,539.0,541.0,0,0,16.0,1080.0,0,0
988,0,1,529.0,522.0,0,1,13.0,1051.0,0,0
989,0,0,552.0,577.0,0,0,4.0,1129.0,0,0
992,0,1,614.0,599.0,1,0,3.0,1213.0,0,0
995,1,1,539.0,531.0,0,1,12.0,1070.0,0,0
997,0,0,564.0,556.0,0,0,10.0,1120.0,0,0
999,0,1,596.0,607.0,1,0,17.0,1203.0,0,0
1001,0,1,579.0,570.0,0,0,19.0,1149.0,0,0
1003,0,0,631.0,550.0,1,0,11.0,1181.0,0,0
1004,1,0,637.0,579.0,0,0,35.0,1216.0,0,0
1005,0,0,557.0,536.0,1,0,15.0,1093.0,0,0
1006,0,1,568.0,572.0,0,0,16.0,1140.0,0,0
1007,0,0,521.0,492.0,0,1,23.0,1013.0,0,0
1008,1,1,530.0,526.0,0,1,2.0,1056.0,0,0
1011,0,1,586.0,550.0,0,0,12.0,1136.0,0,0
1014,1,0,547.0,584.0,0,1,12.0,1131.0,0,0
1018,0,0,614.0,607.0,0,0,13.0,1221.0,0,0
1019,0,1,622.0,603.0,0,1,19.0,1225.0,0,0
1020,0,1,659.0,615.0,1,0,39.0,1274.0,0,0
1021,0,0,552.0,546.0,0,1,17.0,1098.0,0,0
1022,0,1,555.0,557.0,0,0,15.0,1112.0,0,0
1024,0,0,604.0,538.0,0,0,20.0,1142.0,0,0
1025,0,0,506.0,492.0,0,1,12.0,998.0,0,0
1028,1,1,539.0,541.0,0,1,1.0,1080.0,0,0
1032,1,0,492.0,505.0,0,1,7.0,997.0,0,0
1036,0,1,650.0,632.0,0,0,11.0,1282.0,0,0
1038,1,1,571.0,590.0,0,0,13.0,1161.0,0,0
1042,0,0,511.0,510.0,0,1,13.0,1021.0,0,0
1043,1,1,494.0,497.0,0,1,9.0,991.0,0,0
1046,1,0,511.0,568.0,0,1,40.0,1079.0,0,0
1047,0,1,586.0,530.0,0,0,15.0,1116.0,0,0
1048,0,0,669.0,590.0,0,0,18.0,1259.0,0,0
1051,0,1,618.0,611.0,0,0,8.0,1229.0,0,0
1052,1,0,586.0,509.0,0,1,12.0,1095.0,0,0
1053,1,1,568.0,550.0,0,0,4.0,1118.0,0,0
1054,1,1,559.0,526.0,0,1,32.0,1085.0,0,0
1057,1,0,515.0,512.0,0,1,10.0,1027.0,0,0
1059,1,0,577.0,552.0,0,1,3.0,1129.0,0,0
1060,1,0,571.0,584.0,1,1,12.0,1155.0,1,1
1063,1,1,520.0,488.0,0,1,5.0,1008.0,0,0
1064,0,0,618.0,632.0,1,1,5.0,1250.0,1,0
1065,0,0,650.0,596.0,1,0,8.0,1246.0,0,0
1067,0,0,650.0,632.0,0,0,22.0,1282.0,0,0
1068,1,0,582.0,559.0,0,1,9.0,1141.0,0,0
1070,1,1,591.0,565.0,0,0,17.0,1156.0,0,0
1072,0,1,622.0,607.0,0,1,15.0,1229.0,0,0
1074,1,1,552.0,502.0,1,0,1.0,1054.0,0,1
1078,0,0,618.0,579.0,0,0,12.0,1197.0,0,0
1087,1,1,622.0,590.0,1,0,28.0,1212.0,0,1
1088,0,1,591.0,596.0,0,0,31.0,1187.0,0,0
1089,0,1,530.0,556.0,1,1,33.0,1086.0,1,0
1091,0,1,643.0,639.0,1,1,17.0,1282.0,1,0
1093,1,0,526.0,554.0,1,1,14.0,1080.0,1,1
1094,0,1,542.0,565.0,0,0,15.0,1107.0,0,0
1097,0,1,602.0,615.0,0,0,15.0,1217.0,0,0
1098,0,1,550.0,538.0,0,0,12.0,1088.0,0,0
1099,0,0,596.0,603.0,0,0,9.0,1199.0,0,0
1101,1,0,604.0,626.0,0,1,12.0,1230.0,0,0
1104,0,0,599.0,620.0,1,0,1.0,1219.0,0,0
1105,0,1,608.0,607.0,0,1,20.0,1215.0,0,0
1106,0,0,500.0,486.0,0,0,23.0,986.0,0,0
1108,1,0,533.0,574.0,0,1,1.0,1107.0,0,0
1109,0,1,627.0,587.0,0,0,23.0,1214.0,0,0
1111,0,1,631.0,639.0,0,1,16.0,1270.0,0,0
1112,0,1,573.0,626.0,0,0,20.0,1199.0,0,0
1113,0,0,608.0,526.0,1,0,15.0,1134.0,0,0
1116,0,0,591.0,574.0,0,0,15.0,1165.0,0,0
1117,0,1,582.0,584.0,1,0,12.0,1166.0,0,0
1119,0,1,614.0,674.0,0,1,9.0,1288.0,0,0
1121,0,0,650.0,590.0,1,1,21.0,1240.0,1,0
1125,0,0,627.0,565.0,1,0,10.0,1192.0,0,0
1128,0,0,562.0,552.0,0,1,8.0,1114.0,0,0
1129,0,1,622.0,611.0,1,1,22.0,1233.0,1,0
1133,1,1,518.0,543.0,0,1,12.0,1061.0,0,0
1137,1,0,536.0,559.0,0,1,2.0,1095.0,0,0
1138,0,1,631.0,620.0,0,0,1.0,1251.0,0,0
1140,0,1,555.0,568.0,1,1,23.0,1123.0,1,0
1144,0,1,506.0,559.0,0,1,23.0,1065.0,0,0
1148,0,1,584.0,535.0,0,0,3.0,1119.0,0,0
1149,0,1,520.0,492.0,0,0,18.0,1012.0,0,0
1152,0,0,709.0,674.0,0,0,25.0,1383.0,0,0
1154,0,1,538.0,572.0,0,1,5.0,1110.0,0,0
1156,0,1,552.0,546.0,1,0,17.0,1098.0,0,0
1159,1,1,591.0,541.0,0,1,9.0,1132.0,0,0
1161,0,0,602.0,626.0,1,1,10.0,1228.0,1,0
1162,1,0,622.0,563.0,0,0,1.0,1185.0,0,0
1163,0,0,586.0,570.0,0,0,2.0,1156.0,0,0
1165,0,1,542.0,596.0,0,1,23.0,1138.0,0,0
1168,0,1,669.0,648.0,0,0,31.0,1317.0,0,0
1171,0,1,476.0,481.0,0,0,30.0,957.0,0,0
1172,0,0,709.0,659.0,1,0,28.0,1368.0,0,0
1173,0,0,549.0,546.0,0,0,9.0,1095.0,0,0
1176,1,1,560.0,554.0,0,1,6.0,1114.0,0,0
1178,0,1,542.0,550.0,0,1,2.0,1092.0,0,0
1181,0,0,631.0,620.0,0,0,11.0,1251.0,0,0
1186,0,1,552.0,557.0,0,0,6.0,1109.0,0,0
1187,0,0,622.0,721.0,0,0,2.0,1343.0,0,0
1191,0,0,669.0,620.0,1,1,16.0,1289.0,1,0
1193,0,0,637.0,611.0,0,1,23.0,1248.0,0,0
1196,0,1,562.0,587.0,0,0,13.0,1149.0,0,0
1198,1,0,596.0,599.0,1,0,28.0,1195.0,0,1
1199,0,0,552.0,548.0,0,1,13.0,1100.0,0,0
1201,1,1,604.0,568.0,1,1,29.0,1172.0,1,1
1204,1,1,530.0,556.0,0,1,25.0,1086.0,0,0
1207,0,1,584.0,559.0,0,1,6.0,1143.0,0,0
1208,0,1,588.0,554.0,0,0,15.0,1142.0,0,0
1209,1,1,526.0,526.0,1,1,10.0,1052.0,1,1
1210,0,0,637.0,611.0,1,0,9.0,1248.0,0,0
1212,0,1,659.0,721.0,1,0,6.0,1380.0,0,0
1213,0,0,650.0,593.0,0,0,8.0,1243.0,0,0
1216,1,1,582.0,523.0,0,1,10.0,1105.0,0,0
1218,1,0,577.0,536.0,0,1,10.0,1113.0,0,0
1220,1,1,544.0,541.0,0,1,2.0,1085.0,0,0
1225,0,0,637.0,626.0,1,1,8.0,1263.0,1,0
1226,0,0,650.0,648.0,0,0,2.0,1298.0,0,0
1227,0,1,584.0,590.0,1,1,5.0,1174.0,1,0
1228,0,1,593.0,603.0,0,1,19.0,1196.0,0,0
1229,1,0,637.0,639.0,0,0,13.0,1276.0,0,0
1230,0,0,593.0,557.0,0,0,1.0,1150.0,0,0
1231,1,1,492.0,528.0,0,1,12.0,1020.0,0,0
1234,0,1,573.0,531.0,0,0,12.0,1104.0,0,0
1236,0,1,524.0,561.0,0,1,34.0,1085.0,0,0
1237,0,0,535.0,584.0,0,1,14.0,1119.0,0,0
1238,1,1,582.0,561.0,0,1,10.0,1143.0,0,0
1241,0,1,684.0,721.0,1,0,10.0,1405.0,0,0
1242,1,1,499.0,509.0,0,1,8.0,1008.0,0,0
1244,0,1,573.0,552.0,0,0,30.0,1125.0,0,0
1245,0,0,614.0,587.0,0,1,13.0,1201.0,0,0
1246,0,1,577.0,593.0,0,0,9.0,1170.0,0,0
1248,0,1,614.0,587.0,0,1,10.0,1201.0,0,0
1249,0,0,631.0,632.0,0,0,13.0,1263.0,0,0
1250,1,1,593.0,552.0,1,1,16.0,1145.0,1,1
1251,0,1,555.0,632.0,0,0,10.0,1187.0,0,0
1255,0,0,611.0,639.0,0,1,9.0,1250.0,0,0
1256,1,1,569.0,603.0,1,1,13.0,1172.0,1,1
1257,0,1,709.0,699.0,0,0,23.0,1408.0,0,0
1258,0,0,593.0,572.0,0,0,3.0,1165.0,0,0
1259,0,1,684.0,659.0,1,0,10.0,1343.0,0,0
1261,1,0,541.0,530.0,0,0,4.0,1071.0,0,0
1263,0,1,599.0,563.0,1,0,2.0,1162.0,0,0
1265,0,1,586.0,559.0,0,0,13.0,1145.0,0,0
1266,1,1,568.0,582.0,1,0,14.0,1150.0,0,1
1267,0,1,499.0,502.0,1,0,33.0,1001.0,0,0
1268,1,0,573.0,596.0,1,0,8.0,1169.0,0,1
1269,0,0,562.0,568.0,1,0,29.0,1130.0,0,0
1270,0,1,614.0,593.0,0,0,21.0,1207.0,0,0
1271,1,0,618.0,572.0,1,0,25.0,1190.0,0,1
1272,0,1,622.0,659.0,0,0,1.0,1281.0,0,0
1273,1,1,535.0,536.0,0,0,18.0,1071.0,0,0
1275,1,0,573.0,526.0,0,0,4.0,1099.0,0,0
1276,0,0,627.0,620.0,1,0,17.0,1247.0,0,0
1278,0,0,559.0,538.0,0,0,1.0,1097.0,0,0
1280,1,0,566.0,554.0,1,1,14.0,1120.0,1,1
1281,0,0,650.0,632.0,0,0,5.0,1282.0,0,0
1285,0,0,732.0,659.0,0,0,12.0,1391.0,0,0
1286,1,1,515.0,540.0,1,1,2.0,1055.0,1,1
1295,0,0,591.0,593.0,0,1,14.0,1184.0,0,0
1296,0,1,557.0,587.0,0,0,18.0,1144.0,0,0
1298,0,0,568.0,541.0,0,0,19.0,1109.0,0,0
1302,0,1,618.0,574.0,1,0,11.0,1192.0,0,0
1307,0,0,573.0,556.0,0,0,10.0,1129.0,0,0
1308,0,1,611.0,620.0,1,0,4.0,1231.0,0,0
1310,0,0,608.0,607.0,0,0,28.0,1215.0,0,0
1312,0,0,586.0,582.0,1,0,9.0,1168.0,0,0
1313,1,1,604.0,552.0,1,1,19.0,1156.0,1,1
1314,0,0,526.0,565.0,1,0,1.0,1091.0,0,0
1315,0,0,643.0,593.0,0,1,2.0,1236.0,0,0
1316,0,1,637.0,615.0,0,0,23.0,1252.0,0,0
1318,0,1,627.0,611.0,0,0,22.0,1238.0,0,0
1319,0,1,573.0,557.0,0,0,15.0,1130.0,0,0
1322,1,0,529.0,536.0,0,0,13.0,1065.0,0,0
1323,0,0,596.0,582.0,0,0,19.0,1178.0,0,0
1327,0,1,604.0,593.0,1,1,8.0,1197.0,1,0
1328,1,0,545.0,554.0,0,1,13.0,1099.0,0,0
1330,0,0,544.0,574.0,0,0,19.0,1118.0,0,0
1334,1,0,544.0,520.0,0,1,10.0,1064.0,0,0
1335,0,1,573.0,584.0,1,0,14.0,1157.0,0,0
1337,1,0,564.0,556.0,0,1,10.0,1120.0,0,0
1340,0,0,547.0,584.0,1,0,28.0,1131.0,0,0
1342,1,1,588.0,577.0,1,1,4.0,1165.0,1,1
1345,1,1,555.0,565.0,0,1,18.0,1120.0,0,0
1349,0,1,560.0,582.0,1,0,0.0,1142.0,0,0
1351,0,0,669.0,632.0,1,1,11.0,1301.0,1,0
1353,0,1,650.0,607.0,0,0,18.0,1257.0,0,0
1355,0,0,552.0,590.0,0,0,15.0,1142.0,0,0
1357,0,0,544.0,568.0,0,1,0.0,1112.0,0,0
1358,0,1,544.0,565.0,0,0,6.0,1109.0,0,0
1361,0,1,608.0,607.0,1,0,17.0,1215.0,0,0
1362,0,0,544.0,556.0,0,0,9.0,1100.0,0,0
1364,1,1,557.0,543.0,0,1,40.0,1100.0,0,0
1366,0,1,550.0,520.0,1,1,14.0,1070.0,1,0
1367,1,0,545.0,561.0,0,1,16.0,1106.0,0,0
1368,0,1,614.0,611.0,1,0,8.0,1225.0,0,0
1374,1,0,669.0,596.0,0,1,19.0,1265.0,0,0
1376,0,0,618.0,561.0,0,0,11.0,1179.0,0,0
1380,0,1,481.0,510.0,0,1,7.0,991.0,0,0
1383,0,1,586.0,570.0,0,0,9.0,1156.0,0,0
1386,1,1,509.0,536.0,0,1,5.0,1045.0,0,0
1388,0,0,582.0,593.0,1,0,14.0,1175.0,0,0
1389,0,0,622.0,584.0,0,0,2.0,1206.0,0,0
1393,0,1,684.0,699.0,1,0,11.0,1383.0,0,0
1394,0,0,573.0,599.0,0,0,4.0,1172.0,0,0
1395,0,0,608.0,557.0,1,0,17.0,1165.0,0,0
1396,0,1,650.0,648.0,0,0,17.0,1298.0,0,0
1398,0,0,627.0,626.0,0,0,18.0,1253.0,0,0
1399,0,0,627.0,599.0,0,1,23.0,1226.0,0,0
1400,1,0,549.0,572.0,0,1,2.0,1121.0,0,0
1401,0,0,684.0,648.0,1,0,16.0,1332.0,0,0
1402,0,0,582.0,552.0,0,1,20.0,1134.0,0,0
1408,1,1,602.0,563.0,1,1,3.0,1165.0,1,1
1409,0,1,637.0,674.0,0,0,15.0,1311.0,0,0
1410,0,0,582.0,590.0,0,1,15.0,1172.0,0,0
1412,0,1,604.0,632.0,0,0,4.0,1236.0,0,0
1414,1,0,602.0,599.0,1,1,11.0,1201.0,1,1
1415,0,0,588.0,518.0,0,0,28.0,1106.0,0,0
1416,1,0,582.0,559.0,0,1,31.0,1141.0,0,0
1422,0,0,569.0,552.0,1,0,21.0,1121.0,0,0
1427,0,1,608.0,561.0,0,0,12.0,1169.0,0,0
1428,0,1,588.0,559.0,1,1,0.0,1147.0,1,0
1429,0,0,732.0,607.0,0,0,22.0,1339.0,0,0
1431,0,1,571.0,611.0,0,0,18.0,1182.0,0,0
1433,0,1,599.0,620.0,0,1,15.0,1219.0,0,0
1434,0,0,571.0,632.0,0,0,21.0,1203.0,0,0
1436,0,0,614.0,572.0,0,1,18.0,1186.0,0,0
1440,0,0,669.0,607.0,0,0,17.0,1276.0,0,0
1441,0,1,560.0,570.0,0,1,23.0,1130.0,0,0
1443,1,0,579.0,538.0,0,1,12.0,1117.0,0,0
1444,1,1,575.0,540.0,1,1,33.0,1115.0,1,1
1445,1,0,622.0,579.0,1,1,19.0,1201.0,1,1
1446,0,0,541.0,561.0,1,1,14.0,1102.0,1,0
1447,0,0,709.0,596.0,0,1,13.0,1305.0,0,0
1450,1,1,584.0,577.0,0,0,2.0,1161.0,0,0
1454,1,0,571.0,561.0,0,1,3.0,1132.0,0,0
1455,1,1,509.0,531.0,0,0,9.0,1040.0,0,0
1458,0,0,650.0,674.0,0,0,18.0,1324.0,0,0
1461,0,0,509.0,475.0,0,1,9.0,984.0,0,0
1465,1,1,577.0,570.0,1,1,14.0,1147.0,1,1
1466,0,0,614.0,607.0,0,0,21.0,1221.0,0,0
1469,1,0,568.0,559.0,1,1,14.0,1127.0,1,1
1472,1,1,604.0,626.0,1,1,4.0,1230.0,1,1
1473,0,1,602.0,577.0,0,0,5.0,1179.0,0,0
1477,0,1,550.0,626.0,0,0,11.0,1176.0,0,0
1478,1,1,593.0,543.0,1,0,33.0,1136.0,0,1
1479,0,0,496.0,499.0,0,1,13.0,995.0,0,0
1480,1,1,582.0,611.0,0,1,40.0,1193.0,0,0
1481,0,0,588.0,603.0,0,0,19.0,1191.0,0,0
1482,1,0,618.0,557.0,0,0,4.0,1175.0,0,0
1488,1,1,517.0,490.0,0,1,30.0,1007.0,0,0
1490,0,0,608.0,590.0,0,0,3.0,1198.0,0,0
1491,0,1,631.0,577.0,0,0,13.0,1208.0,0,0
1492,0,1,579.0,603.0,0,1,12.0,1182.0,0,0
1494,0,1,502.0,510.0,0,0,10.0,1012.0,0,0
1495,0,1,599.0,674.0,0,0,2.0,1273.0,0,0
1497,1,0,579.0,584.0,0,1,8.0,1163.0,0,0
1498,0,1,637.0,659.0,1,1,14.0,1296.0,1,0
1499,0,0,573.0,659.0,0,1,14.0,1232.0,0,0
1500,0,1,555.0,565.0,1,0,14.0,1120.0,0,0
1501,0,1,669.0,570.0,0,0,15.0,1239.0,0,0
1502,0,0,684.0,632.0,0,0,11.0,1316.0,0,0
1504,1,1,539.0,545.0,0,1,4.0,1084.0,0,0
1506,1,0,709.0,648.0,1,0,19.0,1357.0,0,1
1507,0,1,659.0,620.0,0,0,11.0,1279.0,0,0
1511,0,0,586.0,543.0,0,0,10.0,1129.0,0,0
1514,0,1,593.0,525.0,0,0,17.0,1118.0,0,0
1515,0,1,555.0,546.0,0,0,1.0,1101.0,0,0
1516,0,1,604.0,582.0,1,1,12.0,1186.0,1,0
1518,0,0,709.0,620.0,1,1,5.0,1329.0,1,0
1519,0,0,622.0,620.0,1,1,6.0,1242.0,1,0
1521,0,1,500.0,536.0,0,1,4.0,1036.0,0,0
1524,0,1,508.0,483.0,1,1,23.0,991.0,1,0
1528,1,1,530.0,495.0,0,1,7.0,1025.0,0,0
1530,1,1,511.0,526.0,1,0,16.0,1037.0,0,1
1531,0,0,643.0,639.0,1,1,33.0,1282.0,1,0
1532,1,0,573.0,540.0,1,1,33.0,1113.0,1,1
1533,0,0,562.0,579.0,0,0,10.0,1141.0,0,0
1538,1,0,538.0,557.0,1,1,5.0,1095.0,1,1
1539,1,0,515.0,518.0,0,0,13.0,1033.0,0,0
1540,0,1,560.0,543.0,0,1,15.0,1103.0,0,0
1543,0,0,669.0,620.0,0,0,17.0,1289.0,0,0
1544,0,1,569.0,603.0,0,0,11.0,1172.0,0,0
1545,0,0,554.0,550.0,0,0,13.0,1104.0,0,0
1549,1,1,554.0,584.0,0,1,19.0,1138.0,0,0
1550,0,0,637.0,648.0,0,0,11.0,1285.0,0,0
1552,0,1,643.0,603.0,0,0,12.0,1246.0,0,0
1553,0,1,659.0,596.0,0,0,4.0,1255.0,0,0
1554,0,1,532.0,563.0,0,0,14.0,1095.0,0,0
1556,1,0,573.0,556.0,0,0,35.0,1129.0,0,0
1557,1,1,586.0,579.0,0,1,19.0,1165.0,0,0
1558,0,0,627.0,607.0,0,0,14.0,1234.0,0,0
1559,0,1,569.0,548.0,0,0,23.0,1117.0,0,0
1560,0,0,622.0,570.0,0,0,33.0,1192.0,0,0
1562,0,1,579.0,579.0,0,0,15.0,1158.0,0,0
1563,1,1,588.0,626.0,1,1,14.0,1214.0,1,1
1565,1,1,526.0,572.0,1,1,8.0,1098.0,1,1
1568,1,0,555.0,570.0,0,1,4.0,1125.0,0,0
1574,0,0,582.0,535.0,0,1,15.0,1117.0,0,0
1575,0,0,650.0,674.0,0,0,15.0,1324.0,0,0
1577,0,1,611.0,599.0,1,1,25.0,1210.0,1,0
1578,0,1,554.0,557.0,0,0,10.0,1111.0,0,0
1579,0,1,591.0,536.0,1,0,14.0,1127.0,0,0
1580,0,0,547.0,607.0,1,1,17.0,1154.0,1,0
1582,0,1,608.0,611.0,0,0,19.0,1219.0,0,0
1583,0,0,608.0,632.0,1,1,8.0,1240.0,1,0
1584,1,0,596.0,536.0,0,0,28.0,1132.0,0,0
1585,0,0,622.0,540.0,1,0,9.0,1162.0,0,0
1587,1,1,599.0,632.0,1,1,14.0,1231.0,1,1
1588,1,1,533.0,565.0,1,1,8.0,1098.0,1,1
1589,0,0,521.0,515.0,1,1,3.0,1036.0,1,0
1591,1,0,514.0,535.0,1,1,5.0,1049.0,1,1
1592,0,0,643.0,596.0,0,0,18.0,1239.0,0,0
1593,0,1,622.0,593.0,1,0,5.0,1215.0,0,0
1594,0,1,582.0,587.0,0,0,11.0,1169.0,0,0
1596,1,1,602.0,599.0,1,1,39.0,1201.0,1,1
1598,1,1,604.0,599.0,0,0,8.0,1203.0,0,0
1600,0,1,618.0,607.0,0,1,9.0,1225.0,0,0
1601,0,1,552.0,530.0,0,0,20.0,1082.0,0,0
1603,1,0,544.0,559.0,0,1,4.0,1103.0,0,0
1604,1,0,532.0,540.0,1,0,8.0,1072.0,0,1
1605,0,1,533.0,531.0,0,1,8.0,1064.0,0,0
1606,0,1,637.0,607.0,0,0,11.0,1244.0,0,0
1607,1,1,559.0,570.0,1,1,12.0,1129.0,1,1
1610,0,0,569.0,590.0,1,0,5.0,1159.0,0,0
1612,0,1,573.0,582.0,1,0,1.0,1155.0,0,0
1613,1,1,569.0,554.0,1,1,21.0,1123.0,1,1
1615,1,0,557.0,563.0,1,1,4.0,1120.0,1,1
1617,1,0,593.0,563.0,0,1,2.0,1156.0,0,0
1622,0,0,622.0,603.0,0,0,8.0,1225.0,0,0
1624,1,1,536.0,590.0,1,0,2.0,1126.0,0,1
1626,1,0,547.0,557.0,1,0,23.0,1104.0,0,1
1628,0,0,545.0,517.0,0,1,15.0,1062.0,0,0
1633,1,0,608.0,590.0,0,1,35.0,1198.0,0,0
1634,0,1,560.0,533.0,0,0,19.0,1093.0,0,0
1635,0,0,618.0,648.0,0,0,14.0,1266.0,0,0
1639,1,1,604.0,572.0,1,1,2.0,1176.0,1,1
1641,0,0,596.0,572.0,1,0,14.0,1168.0,0,0
1644,0,0,550.0,535.0,1,1,14.0,1085.0,1,0
1648,1,0,560.0,570.0,0,1,7.0,1130.0,0,0
1652,0,1,582.0,593.0,0,1,11.0,1175.0,0,0
1654,1,0,527.0,526.0,0,1,30.0,1053.0,0,0
1655,0,0,637.0,721.0,1,0,19.0,1358.0,0,0
1659,0,1,596.0,615.0,1,0,10.0,1211.0,0,0
1660,0,0,669.0,699.0,0,1,1.0,1368.0,0,0
1661,0,1,643.0,607.0,1,0,25.0,1250.0,0,0
1663,1,0,584.0,607.0,0,0,35.0,1191.0,0,0
1664,0,1,588.0,620.0,0,0,18.0,1208.0,0,0
1666,0,1,659.0,648.0,0,0,19.0,1307.0,0,0
1668,0,1,586.0,615.0,1,0,15.0,1201.0,0,0
1671,0,0,604.0,632.0,1,0,7.0,1236.0,0,0
1672,1,0,627.0,590.0,1,1,11.0,1217.0,1,1
1675,1,1,573.0,607.0,0,1,16.0,1180.0,0,0
1678,0,1,550.0,572.0,0,1,9.0,1122.0,0,0
1680,0,0,549.0,541.0,0,0,8.0,1090.0,0,0
1681,0,0,566.0,561.0,0,1,33.0,1127.0,0,0
1685,0,1,582.0,632.0,0,1,34.0,1214.0,0,0
1688,0,0,509.0,530.0,0,1,23.0,1039.0,0,0
1689,1,0,622.0,593.0,1,1,1.0,1215.0,1,1
1695,0,0,533.0,540.0,1,1,0.0,1073.0,1,0
1696,1,0,518.0,502.0,0,1,1.0,1020.0,0,0
1697,0,1,582.0,577.0,0,1,12.0,1159.0,0,0
1699,1,0,542.0,568.0,0,1,5.0,1110.0,0,0
1701,0,0,575.0,565.0,0,1,13.0,1140.0,0,0
1703,0,1,591.0,590.0,0,0,13.0,1181.0,0,0
1704,0,0,604.0,599.0,0,1,3.0,1203.0,0,0
1706,0,0,614.0,593.0,0,0,12.0,1207.0,0,0
1708,0,1,584.0,582.0,0,0,28.0,1166.0,0,0
1711,0,0,554.0,561.0,0,0,12.0,1115.0,0,0
1712,1,1,566.0,570.0,0,1,4.0,1136.0,0,0
1715,1,0,575.0,528.0,1,0,27.0,1103.0,0,1
1719,1,0,573.0,572.0,0,1,2.0,1145.0,0,0
